"position","wealth","industry","full_name","age","country_of_residence","city_of_residence","source","citizenship","gender"
748,3800,"Manufacturing","Elizabeth Uihlein",77,"United States","Lake Forest","Packaging materials","United States","F"
748,3800,"Manufacturing","Richard Uihlein",77,"United States","Lake Forest","Packaging materials","United States","M"
766,3700,"Finance & Investments","Hayes Barnard",51,"United States","Austin","Fintech","United States","M"
766,3700,"Finance & Investments","William Berkley",76,"United States","Coconut Grove","Insurance","United States","M"
766,3700,"Real Estate","Charles Cohen",71,"United States","New York","Real estate","United States","M"
766,3700,"Real Estate","Yakir Gabay",56,"United Kingdom","London","Real estate","Cyprus","M"
766,3700,"Technology","Huang Li",59,"China","Wuhan","Imaging systems","China","M"
766,3700,"Logistics","Brad Jacobs",66,"United States","Greenwich","Logistics","United States","M"
766,3700,"Real Estate","Ji Qi",56,"China","Shanghai","Hotels, motels","China","M"
766,3700,"Media & Entertainment","Jason Jiang",50,"China","Shanghai","Advertising","Singapore","M"
766,3700,"Technology","Jim Kavanaugh",60,"United States","St. Louis","IT provider","United States","M"
766,3700,"Real Estate","Richard LeFrak & family",77,"United States","New York","Real estate","United States","M"
766,3700,"Finance & Investments","Mikhail Lomtadze",47,"Kazakhstan","Almaty","Fintech","Georgia","M"
766,3700,"Fashion & Retail","Tom Morris",68,"United Kingdom","Merseyside","Retail","United Kingdom","M"
766,3700,"Manufacturing","Shigenobu Nagamori",78,"Japan","Kyoto","Motors","Japan","M"
766,3700,"Finance & Investments","Daniel Och",62,"United States","Miami Beach","Hedge funds","United States","M"
766,3700,"Fashion & Retail","Horst Paulmann & family",88,"Chile","Santiago","Retail","Chile","M"
766,3700,"Service","Anthony Pritzker",62,"United States","Los Angeles","Hotels, investments","United States","M"
766,3700,"Technology","John Sall",75,"United States","Cary","Software","United States","M"
766,3700,"Food & Beverage","Howard Schultz",69,"United States","Seattle","Starbucks","United States","M"
766,3700,"Fashion & Retail","Richard Schulze",82,"United States","Naples","Best Buy","United States","M"
766,3700,"Real Estate","Yitzhak Tshuva",74,"Israel","Netanya","Real estate","Israel","M"
766,3700,"Manufacturing","Wang Yanqing & family",56,"China","Wuxi","Electrical equipment","China","M"
787,3600,"Diversified","Rajiv Bajaj",56,"India","Pune","Diversified","India","M"
787,3600,"Diversified","Sanjiv Bajaj",53,"India","Pune","Diversified","India","M"
787,3600,"Finance & Investments","Leonid Boguslavsky",71,"Italy","Florence","Venture capital","Canada","M"
787,3600,"Finance & Investments","Jim Coulter",63,"United States","San Francisco","Private equity","United States","M"
787,3600,"Automotive","Nicolas D'Ieteren",47,"Switzerland","Anzere","Auto parts, distribution","Belgium","M"
787,3600,"Food & Beverage","Beatriz Davila de Santo Domingo",84,"Bermuda","Unknown","Beer","Colombia","F"
787,3600,"Real Estate","Bob Gaglardi",82,"Canada","Vancouver","Hotels","Canada","M"
787,3600,"Finance & Investments","Jaime Gilinski Bacal",65,"United Kingdom","London","Banking","Colombia","M"
787,3600,"Gambling & Casinos","Pansy Ho",60,"Hong Kong","Hong Kong","Casinos","Hong Kong","F"
787,3600,"Finance & Investments","Alan Howard",59,"Switzerland","Geneva","Hedge funds","United Kingdom","M"
787,3600,"Automotive","Huang Yi",61,"China","Beijing","Car dealerships","Hong Kong","M"
787,3600,"Finance & Investments","Peter Kellogg",80,"United States","Short Hills","Investments","United States","M"
787,3600,"Finance & Investments","Vyacheslav Kim",53,"Kazakhstan","Almaty","Fintech","Kazakhstan","M"
787,3600,"Finance & Investments","Josh Kushner",37,"United States","New York City","Venture capital","United States","M"
787,3600,"Real Estate","Samuel Tak Lee",83,"Hong Kong","Hong Kong","Real estate","Hong Kong","M"
787,3600,"Real Estate","Edwin Leong",71,"Hong Kong","Hong Kong","Real estate","Hong Kong","M"
787,3600,"Finance & Investments","Stephen Mandel, Jr.",67,"United States","Greenwich","Hedge funds","United States","M"
787,3600,"Diversified","Mohamed Mansour",75,"United Kingdom","London","Diversified","Egypt","M"
787,3600,"Fashion & Retail","Masahiro Miki",67,"Japan","Tokyo","Shoes","Japan","M"
787,3600,"Technology","Masahiro Noda",84,"Japan","Tokyo","Software","Japan","M"
787,3600,"Technology","Cliff Obrecht",37,"Australia","Sydney","Software","Australia","M"
787,3600,"Technology","Melanie Perkins",35,"Australia","Sydney","Software","Australia","F"
787,3600,"Finance & Investments","J.B. Pritzker",58,"United States","Springfield","Hotels, investments","United States","M"
787,3600,"Fashion & Retail","Juan Roig",73,"Spain","Valencia","Supermarkets","Spain","M"
787,3600,"Real Estate","Jerry Speyer & family",82,"United States","New York","Real estate","United States","M"
787,3600,"Fashion & Retail","Lawrence Stroll",63,"Switzerland","Geneva","Fashion investments","Canada","M"
787,3600,"Logistics","Tung Chee Chen",80,"Hong Kong","Hong Kong","Shipping","Hong Kong","M"
787,3600,"Food & Beverage","Wang Junlin",60,"China","Chengdu","Liquor","China","M"
787,3600,"Automotive","Xia Zuoquan",61,"China","Shenzhen","Automobiles, batteries","China","M"
787,3600,"Technology","Zeng Fangqin",57,"China","Shenzhen","Smartphone components","China","F"
787,3600,"Manufacturing","Zhang Jian",54,"China","Tianjin","Electric bikes, scooters","China","M"
818,3500,"Fashion & Retail","Rocco Basilico",33,"United States","Los Angeles","Eyeglasses","Italy","M"
818,3500,"Healthcare","Maurizio Billi",65,"Brazil","Sao Paulo","Generic drugs","Brazil","M"
818,3500,"Finance & Investments","Fashu Chen",62,"China","Fuzhou","Investments","China","M"
818,3500,"Manufacturing","Giuseppe Crippa & family",87,"Italy","Cernusco Lombardone","Microchip testing","Italy","M"
818,3500,"Finance & Investments","Daniel D'Aniello",76,"United States","Vienna","Private equity","United States","M"
818,3500,"Fashion & Retail","Claudio Del Vecchio",66,"United States","Muttontown","Eyeglasses","Italy","M"
818,3500,"Fashion & Retail","Clemente Del Vecchio",18,"Italy","Milan","Eyeglases","Italy","M"
818,3500,"Fashion & Retail","Leonardo Maria Del Vecchio",27,"Italy","Milan","Eyeglasses","Italy","M"
818,3500,"Fashion & Retail","Luca Del Vecchio",21,"Italy","Milan","Eyeglasses","Italy","M"
818,3500,"Fashion & Retail","Marisa Del Vecchio",64,"Italy","Rome","Eyeglasses","Italy","F"
818,3500,"Fashion & Retail","Paola Del Vecchio",61,"Luxembourg","Luxembourg","Eyeglasses","Italy","F"
818,3500,"Finance & Investments","Walter P.J. Droege",70,"Germany","Dusseldorf","Investing","Germany","M"
818,3500,"Fashion & Retail","Fan Daidi",57,"China","Xian","Skincare","China","F"
818,3500,"Technology","Peter Gassner",58,"United States","Pleasanton","Software","United States","M"
818,3500,"Energy","Mikhail Gutseriev",65,"Russia","Moscow","Oil, coal, real estate","Russia","M"
818,3500,"Manufacturing","Patrick Lee",81,"Hong Kong","Hong Kong","Paper","Hong Kong","M"
818,3500,"Food & Beverage","Leng Youbin",54,"China","Beijing","Infant formula","China","M"
818,3500,"Finance & Investments","Daniel Loeb",61,"United States","New York","Hedge funds","United States","M"
818,3500,"Food & Beverage","Margarita Louis-Dreyfus & family",60,"Switzerland","Davos","Commodities","Switzerland","F"
818,3500,"Healthcare","Prasert Prasarttong-Osoth",90,"Thailand","Bangkok","Hospitals","Thailand","M"
818,3500,"Finance & Investments","Ira Rennert",88,"United States","New York","Investments","United States","M"
818,3500,"Fashion & Retail","Dirk Rossmann & family",76,"Germany","Lower-Saxony","Drugstores","Germany","M"
818,3500,"Construction & Engineering","Arkady Rotenberg",71,"Russia","Moscow","Construction, pipes, banking","Russia","M"
818,3500,"Fashion & Retail","Remo Ruffini",61,"Italy","Como","Winter jackets","Italy","M"
818,3500,"Healthcare","Karin Sartorius-Herbst",65,"Germany","Northeim","Biopharmaceuticals","Germany","F"
818,3500,"Automotive","Vivek Chaand Sehgal",66,"India","Delhi","Auto parts","Australia","M"
818,3500,"Finance & Investments","Scott Shleifer",45,"United States","New York","Private equity","United States","M"
818,3500,"Technology","Thomas Siebel",70,"United States","Woodside","Business software","United States","M"
818,3500,"Manufacturing","Wim van der Leegte & family",75,"Netherlands","Eindhoven","Manufacturing","Netherlands","M"
818,3500,"Diversified","Xiao Yongming & family",58,"China","Beijing","Fertilizer","China","M"
818,3500,"Technology","Michael Xie",54,"United States","Los Altos Hills","Cybersecurity","United States","M"
818,3500,"Logistics","Yang Shaopeng",65,"China","Qingdao","Shipping","China","M"
818,3500,"Fashion & Retail","Nicoletta Zampillo",65,"Monaco","Monaco","Eyeglasses","Italy","F"
818,3500,"Manufacturing","Barry Zekelman",56,"Canada","Windsor","Steel","Canada","M"
852,3400,"Finance & Investments","William Ackman",56,"United States","New York","Hedge funds","United States","M"
852,3400,"Energy","Somphote Ahunai",55,"Thailand","Bangkok","Renewable energy","Thailand","M"
852,3400,"Metals & Mining","Igor Altushkin",52,"Russia","Yekaterinburg","Metals","Russia","M"
852,3400,"Food & Beverage","Ramon Ang",69,"Philippines","Manila","Diversified","Philippines","M"
852,3400,"Food & Beverage","Acharya Balkrishna",50,"India","Haridwar","Consumer goods","India","M"
852,3400,"Manufacturing","Markus Blocher",52,"Switzerland","Wilen bei Wollerau","Chemicals","Switzerland","M"
852,3400,"Diversified","Richard Branson",72,"British Virgin Islands","Necker Island","Virgin","United Kingdom","M"
852,3400,"Finance & Investments","Cho Jung-ho",64,"South Korea","Seoul","Finance","South Korea","M"
852,3400,"Food & Beverage","Alessandra Garavoglia",63,"Italy","Milan","Spirits","Italy","F"
852,3400,"Fashion & Retail","Laurence Graff & family",84,"Switzerland","Gstaad","Diamond jewelry","United Kingdom","M"
852,3400,"Media & Entertainment","Amos Hostetter, Jr.",86,"United States","Boston","Cable television","United States","M"
852,3400,"Sports","Robert Johnson",75,"United States","Palm Beach","Johnson & Johnson, sports","United States","M"
852,3400,"Finance & Investments","Steven Klinsky",66,"United States","New York","Investments","United States","M"
852,3400,"Fashion & Retail","William Lauder",62,"United States","New York","Estee Lauder","United States","M"
852,3400,"Food & Beverage","John Middleton",68,"United States","Bryn Mawr","Tobacco","United States","M"
852,3400,"Fashion & Retail","Hiroshi Mikitani",58,"Japan","Tokyo","Online retail","Japan","M"
852,3400,"Technology","Bob Parsons",72,"United States","Scottsdale","Web hosting","United States","M"
852,3400,"Finance & Investments","J. Joe Ricketts & family",81,"United States","Little Jackson Hole","TD Ameritrade","United States","M"
852,3400,"Real Estate","Herb Simon",88,"United States","Indianapolis","Real estate","United States","M"
852,3400,"Healthcare","Leena Tewari",65,"India","Mumbai","Pharmaceuticals","India","F"
852,3400,"Media & Entertainment","Stefan von Holtzbrinck",59,"Germany","Stuttgart","Publishing","Germany","M"
852,3400,"Food & Beverage","Hans Peter Wild",81,"Switzerland","Zug","Flavorings","Switzerland","M"
852,3400,"Healthcare","Wu Guanjiang & family",54,"China","Chongqing","Pharmaceuticals","China","M"
852,3400,"Technology","Yi Zheng",52,"China","Hangzhou","Software","China","M"
852,3400,"Technology","Eric Yuan & family",53,"United States","Santa Clara","Zoom Video Communications","United States","M"
852,3400,"Media & Entertainment","Charles Zegar",75,"United States","New York","Bloomberg LP","United States","M"
878,3300,"Construction & Engineering","Mohed Altrad",75,"France","Montpellier","Scaffolding, cement mixers","France","M"
878,3300,"Finance & Investments","John Arnold",49,"United States","Houston","Hedge funds","United States","M"
878,3300,"Manufacturing","Bill Austin",81,"United States","Brownsville","Hearing aids","United States","M"
878,3300,"Manufacturing","Chen Shibin",56,"China","Lianyungang","Quartz products","China","M"
878,3300,"Food & Beverage","Bennett Dorrance",77,"United States","Paradise Valley","Campbell Soup","United States","M"
878,3300,"Food & Beverage","Walter Faria",68,"Brazil","Rio de Janeiro","Beer","Brazil","M"
878,3300,"Automotive","Walter Frey",79,"Switzerland","Küsnacht","Car dealerships","Switzerland","M"
878,3300,"Technology","Fu Liquan & family",55,"China","Hangzhou","Surveillance equipment","China","M"
878,3300,"Real Estate","John Gandel",88,"Australia","Melbourne","Shopping malls","Australia","M"
878,3300,"Construction & Engineering","Peter Gilgan",72,"Canada","Oakville","Homebuilding","Canada","M"
878,3300,"Diversified","Kwek Leng Beng",82,"Singapore","Singapore","Diversified","Singapore","M"
878,3300,"Finance & Investments","Pablo Legorreta",59,"United States","Sag Harbor","Investments","United States","M"
878,3300,"Media & Entertainment","Arnon Milchan",78,"Israel","Tel Aviv","Movie making","Israel","M"
878,3300,"Fashion & Retail","Akio Nitori",79,"Japan","Hokkaido","Home furnishings","Japan","M"
878,3300,"Metals & Mining","Julio Ponce Lerou",77,"Chile","Santiago","Fertilizer","Chile","M"
878,3300,"Finance & Investments","Rodger Riney & family",77,"United States","St. Louis","Discount brokerage","United States","M"
878,3300,"Diversified","Phil Ruffin",88,"United States","Las Vegas","Casinos, real estate","United States","M"
878,3300,"Telecom","Naguib Sawiris",68,"Egypt","Cairo","Telecom","Egypt","M"
878,3300,"Finance & Investments","Neil Shen",55,"China","Hong Kong","Venture capital","Hong Kong","M"
878,3300,"Technology","Gil Shwed",54,"Israel","Tel Aviv","Software","Israel","M"
878,3300,"Finance & Investments","Stephen Smith",71,"Canada","Toronto","Finance and investments","Canada","M"
878,3300,"Finance & Investments","Nik Storonsky",38,"United Kingdom","London","Fintech","United Kingdom","M"
878,3300,"Finance & Investments","Jeffrey Talpins",48,"United States","Larchmont","Hedge fund","United States","M"
878,3300,"Finance & Investments","Carl Thoma",74,"United States","Dallas","Investments","United States","M"
878,3300,"Manufacturing","Todd Wanek",59,"United States","St. Petersburg","Furniture","United States","M"
878,3300,"Fashion & Retail","Takao Yasuda",73,"Singapore","Singapore","Retail","Japan","M"
905,3200,"Fashion & Retail","Giuliana Benetton",85,"Italy","Treviso","Fashion retail, investments","Italy","F"
905,3200,"Fashion & Retail","Luciano Benetton",87,"Italy","Ponzano Veneto","Fashion retail, investments","Italy","M"
905,3200,"Manufacturing","Arun Bharat Ram",82,"India","Delhi","Chemicals","India","M"
905,3200,"Finance & Investments","Ron Burkle",70,"United Kingdom","London","Supermarkets, investments","United States","M"
905,3200,"Manufacturing","Chen Kaixuan",64,"China","Guangzhou","Household chemicals","China","M"
905,3200,"Fashion & Retail","Brunello Cucinelli & family",69,"Italy","Solomeo","Fashion","Italy","M"
905,3200,"Manufacturing","Antonio Del Valle Ruiz & family",84,"Mexico","Mexico City","Chemicals","Mexico","M"
905,3200,"Healthcare","Gustavo Denegri & family",86,"Italy","torino","Biotech","Italy","M"
