Crash,Distracted,Age
3474,Other Distracted,20-29
3475,Other Distracted,20-29
3476,Other Distracted,20-29
3477,Other Distracted,20-29
3478,Other Distracted,20-29
3479,Other Distracted,20-29
3480,Other Distracted,20-29
3481,Other Distracted,20-29
3482,Other Distracted,20-29
3483,Other Distracted,20-29
3484,Other Distracted,20-29
3485,Other Distracted,20-29
3486,Other Distracted,20-29
3487,Other Distracted,20-29
3488,Other Distracted,20-29
3489,Other Distracted,20-29
3490,Other Distracted,20-29
3491,Other Distracted,20-29
3492,Other Distracted,20-29
3493,Other Distracted,20-29
3494,Other Distracted,20-29
3495,Other Distracted,20-29
3496,Other Distracted,20-29
3497,Other Distracted,20-29
3498,Other Distracted,20-29
3499,Other Distracted,20-29
3500,Other Distracted,20-29
3501,Other Distracted,20-29
3502,Other Distracted,20-29
3503,Other Distracted,20-29
3504,Other Distracted,20-29
3505,Other Distracted,20-29
3506,Other Distracted,20-29
3507,Other Distracted,20-29
3508,Other Distracted,20-29
3509,Other Distracted,20-29
3510,Other Distracted,20-29
3511,Other Distracted,20-29
3512,Other Distracted,20-29
3513,Other Distracted,20-29
3514,Other Distracted,20-29
3515,Other Distracted,20-29
3516,Other Distracted,20-29
3517,Other Distracted,20-29
3518,Other Distracted,20-29
3519,Other Distracted,20-29
3520,Other Distracted,20-29
3521,Other Distracted,20-29
3522,Other Distracted,20-29
3523,Other Distracted,20-29
3524,Other Distracted,20-29
3525,Other Distracted,20-29
3526,Other Distracted,20-29
3527,Other Distracted,20-29
3528,Other Distracted,20-29
3529,Other Distracted,20-29
3530,Other Distracted,20-29
3531,Other Distracted,20-29
3532,Other Distracted,20-29
3533,Other Distracted,20-29
3534,Other Distracted,20-29
3535,Other Distracted,20-29
3536,Other Distracted,20-29
3537,Other Distracted,20-29
3538,Other Distracted,20-29
3539,Other Distracted,20-29
3540,Other Distracted,20-29
3541,Other Distracted,20-29
3542,Other Distracted,20-29
3543,Other Distracted,20-29
3544,Other Distracted,20-29
3545,Other Distracted,20-29
3546,Other Distracted,20-29
3547,Other Distracted,20-29
3548,Other Distracted,20-29
3549,Other Distracted,20-29
3550,Other Distracted,20-29
3551,Other Distracted,20-29
3552,Other Distracted,20-29
3553,Other Distracted,20-29
3554,Other Distracted,20-29
3555,Other Distracted,20-29
3556,Other Distracted,20-29
3557,Other Distracted,20-29
3558,Other Distracted,20-29
3559,Other Distracted,20-29
3560,Other Distracted,20-29
3561,Other Distracted,20-29
3562,Other Distracted,20-29
3563,Other Distracted,20-29
3564,Other Distracted,20-29
3565,Other Distracted,20-29
3566,Other Distracted,20-29
3567,Other Distracted,20-29
3568,Other Distracted,20-29
3569,Other Distracted,20-29
3570,Other Distracted,20-29
3571,Other Distracted,20-29
3572,Other Distracted,20-29
3573,Other Distracted,20-29
3574,Other Distracted,20-29
3575,Other Distracted,20-29
3576,Other Distracted,20-29
3577,Other Distracted,20-29
3578,Other Distracted,20-29
3579,Other Distracted,20-29
3580,Other Distracted,20-29
3581,Other Distracted,20-29
3582,Other Distracted,20-29
3583,Other Distracted,20-29
3584,Other Distracted,20-29
3585,Other Distracted,20-29
3586,Other Distracted,20-29
3587,Other Distracted,20-29
3588,Other Distracted,20-29
3589,Other Distracted,20-29
3590,Other Distracted,20-29
3591,Other Distracted,20-29
3592,Other Distracted,20-29
3593,Other Distracted,20-29
3594,Other Distracted,20-29
3595,Other Distracted,20-29
3596,Other Distracted,20-29
3597,Other Distracted,20-29
3598,Other Distracted,20-29
3599,Other Distracted,20-29
3600,Other Distracted,20-29
3601,Other Distracted,20-29
3602,Other Distracted,20-29
3603,Other Distracted,20-29
3604,Other Distracted,20-29
3605,Other Distracted,20-29
3606,Other Distracted,20-29
3607,Other Distracted,20-29
3608,Other Distracted,20-29
3609,Other Distracted,20-29
3610,Other Distracted,20-29
3611,Other Distracted,20-29
3612,Other Distracted,20-29
3613,Other Distracted,20-29
3614,Other Distracted,20-29
3615,Other Distracted,20-29
3616,Other Distracted,20-29
3617,Other Distracted,20-29
3618,Other Distracted,20-29
3619,Other Distracted,20-29
3620,Other Distracted,20-29
3621,Other Distracted,20-29
3622,Other Distracted,20-29
3623,Other Distracted,20-29
3624,Other Distracted,20-29
3625,Other Distracted,20-29
3626,Other Distracted,20-29
3627,Other Distracted,20-29
3628,Other Distracted,20-29
3629,Other Distracted,20-29
3630,Other Distracted,20-29
3631,Other Distracted,20-29
3632,Other Distracted,20-29
3633,Other Distracted,20-29
3634,Other Distracted,20-29
3635,Other Distracted,20-29
3636,Other Distracted,20-29
3637,Other Distracted,20-29
3638,Other Distracted,20-29
3639,Other Distracted,20-29
3640,Other Distracted,20-29
3641,Other Distracted,20-29
3642,Other Distracted,20-29
3643,Other Distracted,20-29
3644,Other Distracted,20-29
3645,Other Distracted,20-29
3646,Other Distracted,20-29
3647,Other Distracted,20-29
3648,Other Distracted,20-29
3649,Other Distracted,20-29
3650,Other Distracted,20-29
3651,Other Distracted,20-29
3652,Other Distracted,20-29
3653,Other Distracted,20-29
3654,Other Distracted,20-29
3655,Other Distracted,20-29
3656,Other Distracted,20-29
3657,Other Distracted,20-29
3658,Other Distracted,20-29
3659,Other Distracted,20-29
3660,Other Distracted,20-29
3661,Other Distracted,20-29
3662,Other Distracted,20-29
3663,Other Distracted,20-29
3664,Other Distracted,20-29
3665,Other Distracted,20-29
3666,Other Distracted,20-29
3667,Other Distracted,20-29
3668,Other Distracted,20-29
3669,Other Distracted,20-29
3670,Other Distracted,20-29
3671,Other Distracted,20-29
3672,Other Distracted,20-29
3673,Other Distracted,20-29
3674,Other Distracted,20-29
3675,Other Distracted,20-29
3676,Other Distracted,20-29
3677,Other Distracted,20-29
3678,Other Distracted,20-29
3679,Other Distracted,20-29
3680,Other Distracted,20-29
3681,Other Distracted,20-29
3682,Other Distracted,20-29
3683,Other Distracted,20-29
3684,Other Distracted,20-29
3685,Other Distracted,20-29
3686,Other Distracted,20-29
3687,Other Distracted,20-29
3688,Other Distracted,20-29
3689,Other Distracted,20-29
3690,Other Distracted,20-29
3691,Other Distracted,20-29
3692,Other Distracted,20-29
3693,Other Distracted,20-29
3694,Other Distracted,20-29
3695,Other Distracted,20-29
3696,Other Distracted,20-29
3697,Other Distracted,20-29
3698,Other Distracted,20-29
3699,Other Distracted,20-29
3700,Other Distracted,20-29
3701,Other Distracted,20-29
3702,Other Distracted,20-29
3703,Other Distracted,20-29
3704,Other Distracted,20-29
3705,Other Distracted,20-29
3706,Other Distracted,20-29
3707,Other Distracted,20-29
3708,Other Distracted,20-29
3709,Other Distracted,20-29
3710,Other Distracted,20-29
3711,Other Distracted,20-29
3712,Other Distracted,20-29
3713,Other Distracted,20-29
3714,Other Distracted,20-29
3715,Other Distracted,20-29
3716,Other Distracted,20-29
3717,Other Distracted,20-29
3718,Other Distracted,20-29
3719,Other Distracted,20-29
3720,Other Distracted,20-29
3721,Other Distracted,20-29
3722,Other Distracted,20-29
3723,Other Distracted,20-29
3724,Other Distracted,20-29
3725,Other Distracted,20-29
3726,Other Distracted,20-29
3727,Other Distracted,20-29
3728,Other Distracted,20-29
3729,Other Distracted,20-29
3730,Other Distracted,20-29
3731,Other Distracted,20-29
3732,Other Distracted,20-29
3733,Other Distracted,20-29
3734,Other Distracted,20-29
3735,Other Distracted,20-29
3736,Other Distracted,20-29
3737,Other Distracted,20-29
3738,Other Distracted,20-29
3739,Other Distracted,20-29
3740,Other Distracted,20-29
3741,Other Distracted,20-29
3742,Other Distracted,20-29
3743,Other Distracted,20-29
3744,Other Distracted,20-29
3745,Other Distracted,20-29
3746,Other Distracted,20-29
3747,Other Distracted,20-29
3748,Other Distracted,20-29
3749,Other Distracted,20-29
3750,Other Distracted,20-29
3751,Other Distracted,20-29
3752,Other Distracted,20-29
3753,Other Distracted,20-29
3754,Other Distracted,20-29
3755,Other Distracted,20-29
3756,Other Distracted,20-29
3757,Other Distracted,20-29
3758,Other Distracted,20-29
3759,Other Distracted,20-29
3760,Other Distracted,20-29
3761,Other Distracted,20-29
3762,Other Distracted,20-29
3763,Other Distracted,20-29
3764,Other Distracted,20-29
3765,Other Distracted,20-29
3766,Other Distracted,20-29
3767,Other Distracted,20-29
3768,Other Distracted,20-29
3769,Other Distracted,20-29
3770,Other Distracted,20-29
3771,Other Distracted,20-29
3772,Other Distracted,20-29
3773,Other Distracted,20-29
3774,Other Distracted,20-29
3775,Other Distracted,20-29
3776,Other Distracted,20-29
3777,Other Distracted,20-29
3778,Other Distracted,20-29
3779,Other Distracted,20-29
3780,Other Distracted,20-29
3781,Other Distracted,20-29
3782,Other Distracted,20-29
3783,Other Distracted,20-29
3784,Other Distracted,20-29
3785,Other Distracted,20-29
3786,Other Distracted,20-29
3787,Other Distracted,20-29
3788,Other Distracted,20-29
3789,Other Distracted,20-29
3790,Other Distracted,20-29
3791,Other Distracted,20-29
3792,Other Distracted,20-29
3793,Other Distracted,20-29
3794,Other Distracted,20-29
3795,Other Distracted,20-29
3796,Other Distracted,20-29
3797,Other Distracted,20-29
3798,Other Distracted,20-29
3799,Other Distracted,20-29
3800,Other Distracted,20-29
3801,Other Distracted,20-29
3802,Other Distracted,20-29
3803,Other Distracted,20-29
3804,Other Distracted,20-29
3805,Other Distracted,20-29
3806,Other Distracted,20-29
3807,Other Distracted,20-29
3808,Other Distracted,20-29
3809,Other Distracted,20-29
3810,Other Distracted,20-29
3811,Other Distracted,20-29
3812,Other Distracted,20-29
3813,Other Distracted,20-29
3814,Other Distracted,20-29
3815,Other Distracted,20-29
3816,Other Distracted,20-29
3817,Other Distracted,20-29
3818,Other Distracted,20-29
3819,Other Distracted,20-29
3820,Other Distracted,20-29
3821,Other Distracted,20-29
3822,Other Distracted,20-29
3823,Other Distracted,20-29
3824,Other Distracted,20-29
3825,Other Distracted,20-29
3826,Other Distracted,20-29
3827,Other Distracted,20-29
3828,Other Distracted,20-29
3829,Other Distracted,20-29
3830,Other Distracted,20-29
3831,Other Distracted,20-29
3832,Other Distracted,20-29
3833,Other Distracted,20-29
3834,Other Distracted,20-29
3835,Other Distracted,20-29
3836,Other Distracted,20-29
3837,Other Distracted,20-29
3838,Other Distracted,20-29
3839,Other Distracted,20-29
3840,Other Distracted,20-29
3841,Other Distracted,20-29
3842,Other Distracted,20-29
3843,Other Distracted,20-29
3844,Other Distracted,20-29
3845,Other Distracted,20-29
3846,Other Distracted,20-29
3847,Other Distracted,20-29
3848,Other Distracted,20-29
3849,Other Distracted,20-29
3850,Other Distracted,20-29
3851,Other Distracted,20-29
3852,Other Distracted,20-29
3853,Other Distracted,20-29
3854,Other Distracted,20-29
3855,Other Distracted,20-29
3856,Other Distracted,20-29
3857,Other Distracted,20-29
3858,Other Distracted,20-29
3859,Other Distracted,20-29
3860,Other Distracted,20-29
3861,Other Distracted,20-29
3862,Other Distracted,20-29
3863,Other Distracted,20-29
3864,Other Distracted,20-29
3865,Other Distracted,20-29
3866,Other Distracted,20-29
3867,Other Distracted,20-29
3868,Other Distracted,20-29
3869,Other Distracted,20-29
3870,Other Distracted,20-29
3871,Other Distracted,20-29
3872,Other Distracted,20-29
3873,Other Distracted,20-29
3874,Other Distracted,20-29
3875,Other Distracted,20-29
3876,Other Distracted,20-29
3877,Other Distracted,20-29
3878,Other Distracted,20-29
3879,Other Distracted,20-29
3880,Other Distracted,20-29
3881,Other Distracted,20-29
3882,Other Distracted,20-29
3883,Other Distracted,20-29
3884,Other Distracted,20-29
3885,Other Distracted,20-29
3886,Other Distracted,20-29
3887,Other Distracted,20-29
3888,Other Distracted,20-29
3889,Other Distracted,20-29
3890,Other Distracted,20-29
3891,Other Distracted,20-29
3892,Other Distracted,20-29
3893,Other Distracted,20-29
3894,Other Distracted,20-29
3895,Other Distracted,20-29
3896,Other Distracted,20-29
3897,Other Distracted,20-29
3898,Other Distracted,20-29
3899,Other Distracted,20-29
3900,Other Distracted,20-29
3901,Other Distracted,20-29
3902,Other Distracted,20-29
3903,Other Distracted,20-29
3904,Other Distracted,20-29
3905,Other Distracted,20-29
3906,Other Distracted,20-29
3907,Other Distracted,20-29
3908,Other Distracted,20-29
3909,Other Distracted,20-29
3910,Other Distracted,20-29
3911,Other Distracted,20-29
3912,Other Distracted,20-29
3913,Other Distracted,20-29
3914,Other Distracted,20-29
3915,Other Distracted,20-29
3916,Other Distracted,20-29
3917,Other Distracted,20-29
3918,Other Distracted,20-29
3919,Other Distracted,20-29
3920,Other Distracted,20-29
3921,Other Distracted,20-29
3922,Other Distracted,20-29
3923,Other Distracted,20-29
3924,Other Distracted,20-29
3925,Other Distracted,20-29
3926,Other Distracted,20-29
3927,Other Distracted,20-29
3928,Other Distracted,20-29
3929,Other Distracted,20-29
3930,Other Distracted,20-29
3931,Other Distracted,20-29
3932,Other Distracted,20-29
3933,Other Distracted,20-29
3934,Other Distracted,20-29
3935,Other Distracted,20-29
3936,Other Distracted,20-29
3937,Other Distracted,20-29
3938,Other Distracted,20-29
3939,Other Distracted,20-29
3940,Other Distracted,20-29
3941,Other Distracted,20-29
3942,Other Distracted,20-29
3943,Other Distracted,20-29
3944,Other Distracted,20-29
3945,Other Distracted,20-29
3946,Other Distracted,20-29
3947,Other Distracted,20-29
3948,Other Distracted,20-29
3949,Other Distracted,20-29
3950,Other Distracted,20-29
3951,Other Distracted,20-29
3952,Other Distracted,20-29
3953,Other Distracted,20-29
3954,Other Distracted,20-29
3955,Other Distracted,20-29
3956,Other Distracted,20-29
3957,Other Distracted,20-29
3958,Other Distracted,20-29
3959,Other Distracted,20-29
3960,Other Distracted,20-29
3961,Other Distracted,20-29
3962,Other Distracted,20-29
3963,Other Distracted,20-29
3964,Other Distracted,20-29
3965,Other Distracted,20-29
3966,Other Distracted,20-29
3967,Other Distracted,20-29
3968,Other Distracted,20-29
3969,Other Distracted,20-29
3970,Other Distracted,20-29
3971,Other Distracted,20-29
3972,Other Distracted,20-29
3973,Other Distracted,20-29
3974,Other Distracted,20-29
3975,Other Distracted,20-29
3976,Other Distracted,20-29
3977,Other Distracted,20-29
3978,Other Distracted,20-29
3979,Other Distracted,20-29
3980,Other Distracted,20-29
3981,Other Distracted,20-29
3982,Other Distracted,20-29
3983,Other Distracted,20-29
3984,Other Distracted,20-29
3985,Other Distracted,20-29
3986,Other Distracted,20-29
3987,Other Distracted,20-29
3988,Other Distracted,20-29
3989,Other Distracted,20-29
3990,Other Distracted,20-29
3991,Other Distracted,20-29
3992,Other Distracted,20-29
3993,Other Distracted,20-29
3994,Other Distracted,20-29
3995,Other Distracted,20-29
3996,Other Distracted,20-29
3997,Other Distracted,20-29
3998,Other Distracted,20-29
3999,Other Distracted,20-29
4000,Other Distracted,20-29
4001,Other Distracted,20-29
4002,Other Distracted,20-29
4003,Other Distracted,20-29
4004,Other Distracted,20-29
4005,Other Distracted,20-29
4006,Other Distracted,20-29
4007,Other Distracted,20-29
4008,Other Distracted,20-29
4009,Other Distracted,20-29
4010,Other Distracted,20-29
4011,Other Distracted,20-29
4012,Other Distracted,20-29
4013,Other Distracted,20-29
4014,Other Distracted,20-29
4015,Other Distracted,20-29
4016,Other Distracted,20-29
4017,Other Distracted,20-29
4018,Other Distracted,20-29
4019,Other Distracted,20-29
4020,Other Distracted,20-29
4021,Other Distracted,20-29
4022,Other Distracted,20-29
4023,Other Distracted,20-29
4024,Other Distracted,20-29
4025,Other Distracted,20-29
4026,Other Distracted,20-29
4027,Other Distracted,20-29
4028,Other Distracted,20-29
4029,Other Distracted,20-29
4030,Other Distracted,20-29
4031,Other Distracted,20-29
4032,Other Distracted,20-29
4033,Other Distracted,20-29
4034,Other Distracted,20-29
4035,Other Distracted,20-29
4036,Other Distracted,20-29
4037,Other Distracted,20-29
4038,Other Distracted,20-29
4039,Other Distracted,20-29
4040,Other Distracted,20-29
4041,Other Distracted,20-29
4042,Other Distracted,20-29
4043,Other Distracted,20-29
4044,Other Distracted,20-29
4045,Other Distracted,20-29
4046,Other Distracted,20-29
4047,Other Distracted,20-29
4048,Other Distracted,20-29
4049,Other Distracted,20-29
4050,Other Distracted,20-29
4051,Other Distracted,20-29
4052,Other Distracted,20-29
4053,Other Distracted,20-29
4054,Other Distracted,20-29
4055,Other Distracted,20-29
4056,Other Distracted,20-29
4057,Other Distracted,20-29
4058,Other Distracted,20-29
4059,Other Distracted,20-29
4060,Other Distracted,20-29
4061,Other Distracted,20-29
4062,Other Distracted,20-29
4063,Other Distracted,20-29
4064,Other Distracted,20-29
4065,Other Distracted,20-29
4066,Other Distracted,20-29
4067,Other Distracted,20-29
4068,Other Distracted,20-29
4069,Other Distracted,20-29
4070,Other Distracted,20-29
4071,Other Distracted,20-29
4072,Other Distracted,20-29
4073,Other Distracted,20-29
4074,Other Distracted,20-29
4075,Other Distracted,20-29
4076,Other Distracted,20-29
4077,Other Distracted,20-29
4078,Other Distracted,20-29
4079,Other Distracted,20-29
4080,Other Distracted,20-29
4081,Other Distracted,20-29
4082,Other Distracted,20-29
4083,Other Distracted,20-29
4084,Other Distracted,20-29
4085,Other Distracted,20-29
4086,Other Distracted,20-29
4087,Other Distracted,20-29
4088,Other Distracted,20-29
4089,Other Distracted,20-29
4090,Other Distracted,20-29
4091,Other Distracted,20-29
4092,Other Distracted,20-29
4093,Other Distracted,20-29
4094,Other Distracted,20-29
4095,Other Distracted,20-29
4096,Other Distracted,20-29
4097,Other Distracted,20-29
4098,Other Distracted,20-29
4099,Other Distracted,20-29
4100,Other Distracted,20-29
4101,Other Distracted,20-29
4102,Other Distracted,20-29
4103,Other Distracted,20-29
4104,Other Distracted,20-29
4105,Other Distracted,20-29
4106,Other Distracted,20-29
4107,Other Distracted,20-29
4108,Other Distracted,20-29
4109,Other Distracted,20-29
4110,Other Distracted,20-29
4111,Other Distracted,20-29
4112,Other Distracted,20-29
4113,Other Distracted,20-29
4114,Other Distracted,20-29
4115,Other Distracted,20-29
4116,Other Distracted,20-29
4117,Other Distracted,20-29
4118,Other Distracted,20-29
4119,Other Distracted,20-29
4120,Other Distracted,20-29
4121,Other Distracted,20-29
4122,Other Distracted,20-29
4123,Other Distracted,20-29
4124,Other Distracted,20-29
4125,Other Distracted,20-29
4126,Other Distracted,20-29
4127,Other Distracted,20-29
4128,Other Distracted,20-29
4129,Other Distracted,20-29
4130,Other Distracted,20-29
4131,Other Distracted,20-29
4132,Other Distracted,20-29
4133,Other Distracted,20-29
4134,Other Distracted,20-29
4135,Other Distracted,20-29
4136,Other Distracted,20-29
4137,Other Distracted,20-29
4138,Other Distracted,20-29
4139,Other Distracted,20-29
4140,Other Distracted,20-29
4141,Other Distracted,20-29
4142,Other Distracted,20-29
